"57eae51a19d94fb68e6f96619a409f71","230522100098","2023/5/22 00:00:00","2231","南库区新6号仓","20230314-2231-1114-15114","1","2,3,4","21221","3,4,2,4,6|5,3,4,5,4","531","无","96","韩嘉鑫","2023/5/22 09:36:36","1","系统超级管理员","2024/5/31 14:07:09","161","仓储管理科","100101006","陕西省储备粮扶风直属库有限公司","a0ee77e91c104d0ca8d3ce878b9b9b9c","0","d","2024/5/31 14:07:09"
"85af4618c06b4b9b86f7b4ad8257cbc8","230522100099","2023/5/22 00:00:00","2244","南库区老6号仓","20230314-2244-1114-15131","1","2,3","21221","2,4,2,4,6|5,3,4,5,2","531","无","96","韩嘉鑫","2023/5/22 09:39:05","1","系统超级管理员","2024/5/31 14:07:13","161","仓储管理科","100101006","陕西省储备粮扶风直属库有限公司","a0ee77e91c104d0ca8d3ce878b9b9b9c","0","d","2024/5/31 14:07:13"
"5e3ef813140c4dc982421ec5242985d3","230522100100","2023/5/22 00:00:00","2228","南库区新3号仓","20230314-2228-1114-15108","1","2,3","21221","1,4,2,4,6|6,3,4,5,3","531","无","98","刘萍（小）","2023/5/22 09:41:07","1","系统超级管理员","2024/5/31 14:07:13","161","仓储管理科","100101006","陕西省储备粮扶风直属库有限公司","22d81a22cb58415da3ad240b2f970dad","0","d","2024/5/31 14:07:13"
"5e9541c8aff24e738470d2185f073587","230522100101","2023/5/22 00:00:00","2230","南库区新5号仓","20230314-2230-1114-15111","1","4,5","21221","3,4,2,4,6|5,3,4,5,2","531","无","98","刘萍（小）","2023/5/22 09:41:37","1","系统超级管理员","2024/5/31 14:07:13","161","仓储管理科","100101006","陕西省储备粮扶风直属库有限公司","22d81a22cb58415da3ad240b2f970dad","0","d","2024/5/31 14:07:13"
"964a076024c643098730bc471c90d4f9","230522100102","2023/5/22 00:00:00","2555","南库区新9号仓","20230314-2555-1114-15122","1","3,4,7","21221","3,4,2,4,6|5,3,4,4,3","531","无","98","刘萍（小）","2023/5/22 09:42:15","1","系统超级管理员","2024/5/31 14:07:13","161","仓储管理科","100101006","陕西省储备粮扶风直属库有限公司","22d81a22cb58415da3ad240b2f970dad","0","d","2024/5/31 14:07:13"
"88f3ec7fd9f4405ebaff228cd0ea6f19","230522100103","2023/5/22 00:00:00","2229","南库区新4号仓","20230314-2229-1114-15110","1","1,2,4","21221","2,4,2,4,6|5,3,4,5,3","531","无","90","辛莹","2023/5/22 09:43:55","1","系统超级管理员","2024/5/31 14:07:13","161","仓储管理科","100101006","陕西省储备粮扶风直属库有限公司","6cc0722f8c6e49a295b67368ed5460d0","0","d","2024/5/31 14:07:13"
"5db5e9ee28bb447cb8bde0122187e0de","230522100104","2023/5/22 00:00:00","2233","南库区新8号仓","20230314-2233-1114-15121","1","2,3,4","21221","3,4,2,4,6|5,3,4,5,2","531","无","90","辛莹","2023/5/22 09:44:24","1","系统超级管理员","2024/5/31 14:07:13","161","仓储管理科","100101006","陕西省储备粮扶风直属库有限公司","6cc0722f8c6e49a295b67368ed5460d0","0","d","2024/5/31 14:07:13"
"775eb7c3ce834a6abf3916cf2a6783c5","230522100105","2023/5/22 00:00:00","2242","南库区老2号仓","20230313-2242-1114-15107","1","2,3,4","21221","2,4,2,4,6|5,3,4,5,3","531","无","90","辛莹","2023/5/22 09:44:59","1","系统超级管理员","2024/5/31 14:07:13","161","仓储管理科","100101006","陕西省储备粮扶风直属库有限公司","6cc0722f8c6e49a295b67368ed5460d0","0","d","2024/5/31 14:07:13"
"317489fd19814b6a834b51072b7b086b","230522100106","2023/5/22 00:00:00","2232","南库区新7号仓","20230314-2232-1114-15120","1","2,3","21221","3,4,2,4,6|5,3,4,5,2","531","无","97","崔熙林","2023/5/22 09:54:33","1","系统超级管理员","2024/5/31 14:07:13","161","仓储管理科","100101006","陕西省储备粮扶风直属库有限公司","b916b73b8ad946fcaec4d3526010b4d9","0","d","2024/5/31 14:07:13"
"2a15c9436ceb4b86aeeb5fffe0186e24","230522100107","2023/5/22 00:00:00","2241","南库区新16号仓","20230314-2241-1114-15129","1","4,7,8","21221","2,4,2,4,6|5,3,4,5,1","531","无","97","崔熙林","2023/5/22 09:55:12","1","系统超级管理员","2024/5/31 14:07:14","161","仓储管理科","100101006","陕西省储备粮扶风直属库有限公司","b916b73b8ad946fcaec4d3526010b4d9","0","d","2024/5/31 14:07:13"
"57f79870861947e1b0769c9de0d050db","230522100108","2023/5/22 00:00:00","2245","南库区老8号仓","20230314-2245-1114-15132","1","1,3","21221","3,4,2,4,6|5,3,4,5,2","531","无","97","崔熙林","2023/5/22 09:55:40","1","系统超级管理员","2024/5/31 14:07:14","161","仓储管理科","100101006","陕西省储备粮扶风直属库有限公司","b916b73b8ad946fcaec4d3526010b4d9","0","d","2024/5/31 14:07:14"
